0,1,2,3,4,5,6
-3.0284,-0.3438,-0.3975,-1.1863,0.4301,-1.8243,-1.1363
-3.0256,-0.3991,-0.4006,-1.0961,0.0111,-2.3880,1.1714
-3.0118,-0.3609,-0.4719,-1.1431,0.1411,-2.2120,0.5914
-3.0271,-0.4047,-0.3926,-1.0889,-0.0126,-2.4201,1.2871
-3.0095,-0.6974,-0.4880,0.1792,-0.5829,-2.8526,-0.0170
-3.0136,-0.3879,-0.4586,-1.1021,-0.0316,-2.4446,1.5151
-3.0265,-0.3736,-0.4011,-1.1374,0.2004,-2.1334,0.1328
-3.0166,-0.3960,-0.4432,-1.0923,-0.0579,-2.4803,1.6311
-3.0059,-0.3630,-0.4990,-1.1340,0.0665,-2.3120,1.0518
-3.0277,-0.3426,-0.4008,-1.1875,0.4313,-1.8227,-1.1364
-3.0148,-0.3900,-0.4526,-1.1001,-0.0337,-2.4475,1.5154
-3.0198,-0.3262,-0.4409,-1.2056,0.4663,-1.7750,-1.2535
-3.0188,-0.3035,-0.4497,-1.2405,0.6164,-1.5729,-2.0616
-3.0246,-0.3854,-0.4079,-1.1169,0.0977,-2.2714,0.7095
-3.0261,-0.3879,-0.4006,-1.1144,0.0952,-2.2750,0.7098
-3.0130,-0.3329,-0.4711,-1.1884,0.3508,-1.9299,-0.5625
-3.0533,0.3672,-0.2222,-5.8708,6.0618,8.3680,0.9420
-3.0454,0.3594,-0.2576,-5.8508,5.9271,8.1873,1.7483
-3.0322,-0.0552,-0.3750,-2.4688,1.6582,-0.1270,-2.0665
-3.0383,-0.1074,-0.3373,-2.3922,1.3511,-0.5409,-0.4495
-3.0384,-0.1437,-0.3301,-2.3350,1.0965,-0.8835,0.9355
-3.0442,-0.0784,-0.3148,-2.4439,1.6162,-0.1845,-1.9486
-3.0413,-0.0886,-0.3264,-2.4250,1.5153,-0.3201,-1.3722
-3.0281,-0.1414,-0.3787,-2.3286,1.0085,-1.0012,1.5104
-3.0124,-0.3558,-0.4702,-1.1516,0.1825,-2.1564,0.3607
-3.0084,-0.3552,-0.4886,-1.1488,0.1469,-2.2039,0.5907
-3.0283,-0.4097,-0.3861,-1.0821,-0.0359,-2.4515,1.4028
-3.0205,-0.3185,-0.4388,-1.2186,0.5286,-1.6912,-1.5996
-3.0065,-0.3550,-0.4975,-1.1472,0.1290,-2.2279,0.7057
-3.0124,-0.3138,-0.4776,-1.2180,0.4791,-1.7571,-1.2551
-3.0140,-0.3586,-0.4620,-1.1489,0.1796,-2.1604,0.3611
-3.0176,-0.3826,-0.4412,-1.1144,0.0463,-2.3400,1.0543
-3.0146,-0.3865,-0.4545,-1.1053,-0.0120,-2.4183,1.3999
-2.4573,-0.7676,-0.1451,1.9591,0.3265,0.2795,-2.0278
-2.4680,-0.5267,-0.0818,0.7452,1.2883,1.6179,-1.5716
-3.0345,-0.1432,-0.3482,-2.3320,1.0608,-0.9312,1.1656
-3.0201,-0.1099,-0.4215,-2.3705,1.1494,-0.8109,0.8163
-3.0411,0.2856,-0.2645,-5.7300,5.3625,7.4277,4.8635
-3.0438,0.3410,-0.2614,-5.8202,5.7814,7.9914,2.5559
-3.0466,-0.0914,-0.3013,-2.4256,1.5485,-0.2758,-1.6018
-3.0290,-0.0468,-0.3915,-2.4790,1.6850,-0.0907,-2.1827
-3.0310,-0.1523,-0.3629,-2.3142,0.9610,-1.0654,1.7418
-3.0373,-0.0638,-0.3496,-2.4602,1.6494,-0.1393,-2.0655
-3.0185,-0.0952,-0.4316,-2.3922,1.2370,-0.6929,0.3543
-3.0169,-0.1345,-0.4321,-2.3285,0.9431,-1.0883,1.9698
-3.0549,0.3283,-0.2075,-5.8110,5.8046,8.0217,2.3274
-3.0401,0.3863,-0.2871,-5.8882,6.0634,8.3712,1.0547
-3.0245,-0.0842,-0.4059,-2.4154,1.3750,-0.5076,-0.4524
-3.0376,-0.2168,-0.4336,-2.4107,1.3891,-0.7583,0.1332
-2.0718,-5.3588,-2.0741,-0.1162,1.1397,1.3774,-0.8073
-2.0451,-5.9192,-2.2203,2.4065,-0.5649,-0.6256,-1.6440
-2.0660,-3.9258,-1.4366,4.1865,0.1993,-1.2751,1.0077
-2.0681,-3.3780,-1.2538,4.6027,0.5821,-1.1949,0.7200
-2.0682,-3.3780,-1.2538,4.6027,0.5820,-1.1949,0.7200
-2.0493,-4.1272,-1.6121,3.8857,0.3438,-0.8641,-0.5248
-2.0493,-4.1272,-1.6121,3.8857,0.3438,-0.8642,-0.5248
-2.0843,-1.3853,-0.5380,6.1691,1.8925,-1.0345,0.1291
-2.0843,-1.3853,-0.5380,6.1692,1.8925,-1.0345,0.1291
-1.9221,-4.3395,-1.5002,4.4895,0.1012,-0.2667,-1.1967
-1.9261,-3.5717,-1.2222,5.1552,0.4196,-0.4760,-0.3029
-1.9261,-3.5717,-1.2222,5.1552,0.4196,-0.4760,-0.3029
-1.9199,-3.7232,-1.3137,4.9748,0.4503,-0.2900,-1.0159
-1.9199,-3.7232,-1.3137,4.9748,0.4503,-0.2900,-1.0159
-1.9084,-4.6998,-1.6790,4.2216,-0.2586,-0.4617,-0.3148
-1.9018,-4.5933,-1.6161,4.2516,-0.3899,-0.3693,-0.3220
-2.9981,-0.6541,-0.5491,0.1220,-0.3936,-2.5968,-0.9427
-3.0242,-0.0807,-0.4078,-2.4206,1.3967,-0.4784,-0.5679
-3.0359,-0.1756,-0.3360,-2.2822,0.8465,-1.2197,2.3200
-3.0308,-0.1008,-0.3735,-2.3953,1.3217,-0.5798,-0.2203
-3.0167,-0.3541,-0.4501,-1.1585,0.2385,-2.0813,0.0154
-3.0233,-0.4186,-0.5207,-1.2550,0.6666,-1.7743,-1.5932
-1.9327,-3.1363,-1.0588,4.0176,0.6504,-0.2828,2.3849
-2.4289,-4.2733,-1.3871,-0.7137,-2.2056,-0.3358,0.3639
-2.4355,-4.3799,-1.4498,-0.7436,-2.0742,-0.4282,0.3711
-2.0981,-2.2825,-1.0450,-1.4216,7.1389,9.8877,2.3714
-2.0915,-2.1759,-0.9822,-1.3916,7.0075,9.9801,2.3642
-3.0278,-0.3787,-0.3943,-1.1305,0.1770,-2.1649,0.2485
-3.0133,-0.3843,-0.4609,-1.1074,-0.0098,-2.4152,1.3996
-3.0234,-0.3654,-0.4168,-1.1472,0.2268,-2.0975,0.0168
-3.0228,-0.0814,-0.4141,-2.4182,1.3779,-0.5036,-0.4527
-3.0229,-0.0876,-0.4124,-2.4085,1.3353,-0.5610,-0.2219
-3.0267,-0.0609,-0.3997,-2.4544,1.5619,-0.2563,-1.4906
-3.0156,-0.3433,-0.4571,-1.1746,0.3040,-1.9931,-0.3312
-3.0215,-0.3171,-0.4346,-1.2217,0.5481,-1.6650,-1.7148
-3.0097,-0.3213,-0.4888,-1.2036,0.3990,-1.8648,-0.7940
-3.0088,-0.3289,-0.4914,-1.1908,0.3369,-1.9483,-0.4479
-3.0231,-0.3439,-0.4222,-1.1810,0.3758,-1.8971,-0.7911
-2.9204,-0.1700,-0.3296,-1.2052,0.5230,-0.6943,-0.7263
-2.9287,-0.1509,-0.2944,-1.2435,0.7418,-0.4005,-1.9940
-2.9351,-0.1798,-0.2591,-1.2041,0.6034,-0.5872,-1.3002
-2.9142,-0.1477,-0.3622,-1.2345,0.6184,-0.5654,-1.1892
-2.9171,-0.2156,-0.3367,-1.1300,0.1685,-1.1712,1.2351
-2.9151,-0.1191,-0.3633,-1.2805,0.8289,-0.2823,-2.3432
-2.9227,-0.2250,-0.3087,-1.1206,0.1587,-1.1848,1.2363
-2.9140,-0.1924,-0.3551,-1.1636,0.3009,-0.9927,0.5420
-2.9253,-0.1483,-0.3105,-1.2443,0.7264,-0.4209,-1.8794
-2.9194,-0.1624,-0.3355,-1.2163,0.5671,-0.6349,-0.9573
-2.9215,-0.1509,-0.3278,-1.2365,0.6694,-0.4973,-1.5339
-2.9305,-0.2171,-0.2738,-1.1407,0.2935,-1.0040,0.4300
-2.9157,-0.2103,-0.3440,-1.1371,0.1920,-1.1394,1.1195
-2.9087,-0.2254,-0.3741,-1.1062,0.0135,-1.3791,2.1567
-2.9129,-0.2086,-0.3574,-1.1370,0.1757,-1.1612,1.2342
-2.9092,-0.1753,-0.3807,-1.1860,0.3728,-0.8956,0.1947
-2.9161,-0.2109,-0.3421,-1.1364,0.1913,-1.1404,1.1195
-2.9132,-0.2300,-0.3522,-1.1034,0.0269,-1.3615,2.0422
-2.9235,-0.2497,-0.4136,-1.2743,0.8088,-0.5786,-1.5277
-1.9604,-3.9732,-1.5434,2.3433,0.8586,0.7517,0.9251
-1.9700,-3.5792,-1.3916,2.5542,1.4355,1.2419,-1.1123
-1.9634,-3.4726,-1.3287,2.5842,1.3041,1.3343,-1.1195
-2.3423,-1.1759,-0.2509,1.7030,-0.5817,0.4568,2.2523
-2.3342,-2.8369,-0.8673,0.1801,-1.0408,1.2467,-1.0533
-2.3342,-2.8369,-0.8673,0.1801,-1.0409,1.2467,-1.0533
-2.3505,-1.1178,-0.2140,1.6455,-0.2039,0.9503,0.1784
-2.3571,-1.2244,-0.2768,1.6155,-0.0726,0.8579,0.1856
-1.9683,-4.3384,-1.6498,1.9234,1.0623,1.3603,-1.6570
-1.9709,-3.5137,-1.3505,2.6795,1.2798,0.9545,0.0524
-1.9709,-3.5137,-1.3505,2.6796,1.2797,0.9545,0.0524
-1.9926,-2.1660,-0.8080,3.7692,2.1633,1.0447,-0.3737
-1.9926,-2.1660,-0.8079,3.7692,2.1633,1.0447,-0.3737
-1.9778,-3.5280,-1.2845,2.8452,0.8394,0.3105,2.5997
-1.9771,-1.9868,-0.7318,4.0145,1.5773,0.4170,2.6325
-2.9225,-0.2126,-0.3122,-1.1400,0.2439,-1.0701,0.7745
-2.9100,-0.1886,-0.3746,-1.1657,0.2867,-1.0116,0.6566
-2.9232,-0.2318,-0.3056,-1.1104,0.1156,-1.2429,1.4673
-2.9242,-0.2335,-0.3004,-1.1086,0.1138,-1.2454,1.4675
-2.9153,-0.1584,-0.3555,-1.2185,0.5531,-0.6534,-0.8427
-2.9083,-0.2217,-0.3769,-1.1117,0.0355,-1.3495,2.0411
-2.9240,-0.1341,-0.3191,-1.2655,0.8134,-0.3037,-2.3413
-2.9104,-0.1893,-0.3727,-1.1650,0.2860,-1.0125,0.6567
-2.9140,-0.1323,-0.3660,-1.2586,0.7248,-0.4222,-1.7663
-2.9202,-0.1367,-0.3362,-1.2576,0.7564,-0.3802,-1.9958
-2.9268,-0.1509,-0.3028,-1.2418,0.7237,-0.4247,-1.8791
-2.9123,-0.2014,-0.3618,-1.1477,0.2192,-1.1025,1.0033
-2.9131,-0.1758,-0.3626,-1.1890,0.4086,-0.8478,-0.0354
-2.9169,-0.1702,-0.3456,-1.2015,0.4866,-0.7430,-0.4961
-2.9130,-0.1396,-0.3694,-1.2460,0.6629,-0.5054,-1.4203
-2.9272,-0.2446,-0.2843,-1.0940,0.0662,-1.3097,1.6989
-2.9174,-0.1440,-0.3481,-1.2434,0.6765,-0.4874,-1.5348
-2.9169,-0.1641,-0.3471,-1.2111,0.5291,-0.6858,-0.7270
-2.9236,-0.1515,-0.3178,-1.2377,0.6869,-0.4739,-1.6488
-2.9164,-0.1393,-0.3536,-1.2498,0.6994,-0.4566,-1.6503
-2.9207,-0.1946,-0.3237,-1.1667,0.3529,-0.9232,0.1972
-2.9118,-0.2036,-0.3636,-1.1437,0.1989,-1.1299,1.1186
-2.9168,-0.1879,-0.3433,-1.1733,0.3598,-0.9137,0.1963
-2.9161,-0.1478,-0.3535,-1.2361,0.6364,-0.5414,-1.3042
-2.9177,-0.1774,-0.3410,-1.1908,0.4430,-0.8018,-0.2652
-2.9101,-0.1887,-0.3744,-1.1656,0.2866,-1.0116,0.6566
-2.9236,-0.2505,-0.3002,-1.0812,-0.0123,-1.4151,2.1598
-2.9128,-0.1933,-0.3609,-1.1610,0.2819,-1.0182,0.6572
-2.9240,-0.1491,-0.3163,-1.2418,0.7074,-0.4464,-1.7642
-2.9186,-0.2091,-0.3309,-1.1418,0.2295,-1.0893,0.8892
-2.9275,-0.1789,-0.2949,-1.1980,0.5319,-0.6829,-0.8401
-2.9308,-0.2176,-0.2724,-1.1402,0.2930,-1.0046,0.4300
-2.9110,-0.1932,-0.3693,-1.1593,0.2639,-1.0423,0.7721
-2.9233,-0.2170,-0.3076,-1.1339,0.2213,-1.1006,0.8901
-2.9213,-0.2165,-0.3172,-1.1325,0.2036,-1.1242,1.0052
-2.9336,-0.1802,-0.2662,-1.2020,0.5849,-0.6120,-1.1852
-2.9036,-0.2139,-0.3998,-1.1195,0.0435,-1.3384,2.0402
-2.9277,-0.1493,-0.2992,-1.2451,0.7434,-0.3982,-1.9942
-2.9092,-0.2023,-0.3758,-1.1433,0.1821,-1.1523,1.2334
-2.9273,-0.1937,-0.2930,-1.1745,0.4262,-0.8251,-0.2631
-2.9218,-0.1995,-0.3176,-1.1601,0.3298,-0.9545,0.3128
-2.9384,-0.2958,-0.3358,-1.2160,0.6346,-0.8141,-0.7167
-2.0047,-0.8958,-0.3333,4.8121,2.8913,0.9867,-0.1174
-2.0047,-0.8958,-0.3333,4.8121,2.8913,0.9867,-0.1174
-1.9808,-1.9866,-0.7485,3.8483,2.0597,1.1209,-0.2593
-2.9125,-0.1417,-0.3715,-1.2422,0.6427,-0.5326,-1.3049
-2.9243,-0.1496,-0.3150,-1.2413,0.7070,-0.4470,-1.7641
-2.9185,-0.2359,-0.3267,-1.0993,0.0390,-1.3456,1.9278
-2.9225,-0.2427,-0.3066,-1.0925,0.0319,-1.3554,1.9287
-2.9171,-0.2006,-0.3393,-1.1537,0.2744,-1.0287,0.6581
-2.9171,-0.1856,-0.3419,-1.1774,0.3803,-0.8861,0.0809
-2.9240,-0.1461,-0.3168,-1.2465,0.7286,-0.4179,-1.8796
-2.9262,-0.1709,-0.3021,-1.2096,0.5764,-0.6228,-1.0713
-2.9220,-0.2388,-0.3097,-1.0981,0.0540,-1.3256,1.8132
-2.9231,-0.1896,-0.3134,-1.1769,0.4123,-0.8435,-0.1486
-2.9161,-0.1417,-0.3548,-1.2456,0.6788,-0.4842,-1.5351
-2.9184,-0.1847,-0.3363,-1.1801,0.3994,-0.8605,-0.0342
-2.9171,-0.1465,-0.3491,-1.2392,0.6559,-0.5152,-1.4194
-2.9210,-0.1320,-0.3334,-1.2658,0.7974,-0.3250,-2.2265
-2.9143,-0.1719,-0.3574,-1.1964,0.4487,-0.7938,-0.2659
-2.9195,-0.2347,-0.3220,-1.1022,0.0583,-1.3197,1.8127
-2.9163,-0.1242,-0.3567,-1.2737,0.8055,-0.3137,-2.2275
-2.9319,-0.2013,-0.2705,-1.1669,0.4184,-0.8360,-0.2622
-2.9215,-0.2170,-0.3158,-1.1321,0.2032,-1.1249,1.0052
-2.9192,-0.2130,-0.3276,-1.1361,0.2073,-1.1191,1.0047
-2.9086,-0.2163,-0.3761,-1.1206,0.0772,-1.2934,1.8104
-2.3395,-2.2342,-0.6481,0.6561,-0.6472,1.2907,-1.2182
-2.3395,-2.2343,-0.6480,0.6561,-0.6472,1.2907,-1.2182
-2.9319,-0.1984,-0.2707,-1.1716,0.4395,-0.8076,-0.3776
-2.9216,-0.2201,-0.3149,-1.1272,0.1818,-1.1536,1.1207
-2.9150,-0.1850,-0.3518,-1.1762,0.3628,-0.9095,0.1960
-2.9108,-0.1869,-0.3713,-1.1691,0.3066,-0.9849,0.5413
-2.9259,-0.1972,-0.2992,-1.1675,0.3864,-0.8786,-0.0327
-2.9272,-0.1906,-0.2939,-1.1794,0.4476,-0.7964,-0.3786
-2.9227,-0.1380,-0.3243,-1.2581,0.7732,-0.3577,-2.1107
-2.9135,-0.1884,-0.3585,-1.1693,0.3231,-0.9628,0.4264
-2.9121,-0.1381,-0.3739,-1.2476,0.6645,-0.5032,-1.4205
-2.9113,-0.2089,-0.3648,-1.1350,0.1573,-1.1859,1.3493
-2.9127,-0.2052,-0.3590,-1.1421,0.1972,-1.1322,1.1188
-2.9188,-0.1974,-0.3321,-1.1604,0.3139,-0.9756,0.4275
-2.9087,-0.2044,-0.3779,-1.1394,0.1619,-1.1795,1.3488
-2.9287,-0.1629,-0.2922,-1.2245,0.6570,-0.5146,-1.5324
-2.9315,-0.2157,-0.2698,-1.1439,0.3131,-0.9777,0.3149
-2.9260,-0.1884,-0.3003,-1.1816,0.4498,-0.7933,-0.3789
-2.9292,-0.1488,-0.2923,-1.2473,0.7620,-0.3733,-2.1093
-2.9348,-0.1822,-0.2603,-1.2000,0.5828,-0.6149,-1.1849
-2.9291,-0.2267,-0.2787,-1.1241,0.2112,-1.1146,0.8914
-2.9249,-0.1956,-0.3041,-1.1692,0.3881,-0.8762,-0.0329
-2.9093,-0.1995,-0.3758,-1.1478,0.2031,-1.1240,1.1181
-2.9244,-0.1799,-0.3089,-1.1936,0.4948,-0.7326,-0.6100
-2.9253,-0.1512,-0.3101,-1.2396,0.7052,-0.4494,-1.7639
-2.9239,-0.2360,-0.3015,-1.1044,0.0932,-1.2731,1.5827
-2.9195,-0.1325,-0.3405,-1.2636,0.7789,-0.3499,-2.1114
-2.9184,-0.1456,-0.3433,-1.2418,0.6748,-0.4898,-1.5346
-2.9262,-0.2459,-0.2888,-1.0910,0.0467,-1.3358,1.8141
-2.9237,-0.2027,-0.3082,-1.1569,0.3265,-0.9590,0.3132
-2.9268,-0.2408,-0.2871,-1.0996,0.0882,-1.2801,1.5833
-2.9134,-0.1644,-0.3629,-1.2074,0.4927,-0.7346,-0.4968
-2.9204,-0.1761,-0.3283,-1.1956,0.4806,-0.7514,-0.4954
-2.3518,-0.6073,-0.0346,2.0937,-0.0173,0.7760,0.9280
-2.3518,-0.6073,-0.0346,2.0937,-0.0173,0.7759,0.9280
-2.3443,-2.5271,-0.6842,0.5892,-1.2324,0.6804,1.1828
-2.3443,-2.5271,-0.6842,0.5892,-1.2324,0.6804,1.1828
-2.3182,-4.3839,-1.4498,-1.0848,-1.9503,1.2853,-1.2249
-2.3529,-1.0389,-0.1859,1.6652,-0.0229,1.1441,-0.6222
-2.3529,-1.0389,-0.1859,1.6652,-0.0229,1.1440,-0.6222
-2.1461,-1.0504,-0.3587,1.0282,-0.2585,0.3753,1.1860
-2.1461,-1.0504,-0.3586,1.0283,-0.2585,0.3753,1.1860
-2.1583,-0.6491,-0.1978,1.2170,0.4178,1.0019,-1.4282
-2.1583,-0.6491,-0.1978,1.2171,0.4178,1.0019,-1.4282
-2.1649,-0.7557,-0.2606,1.1871,0.5492,0.9095,-1.4211
-1.9758,-2.9460,-1.1152,3.2687,1.2649,0.4293,2.1982
-1.9692,-2.8395,-1.0523,3.2987,1.1336,0.5216,2.1911
-2.9120,-0.1349,-0.3750,-1.2525,0.6859,-0.4744,-1.5359
-2.9304,-0.2260,-0.2727,-1.1266,0.2301,-1.0893,0.7762
-2.9231,-0.2497,-0.3026,-1.0820,-0.0115,-1.4139,2.1597
-2.9272,-0.1455,-0.3020,-1.2506,0.7654,-0.3686,-2.1097
-2.9202,-0.1637,-0.3316,-1.2150,0.5657,-0.6368,-0.9571
-2.9254,-0.2476,-0.2922,-1.0876,0.0269,-1.3624,1.9293
-2.9297,-0.1467,-0.2903,-1.2512,0.7823,-0.3460,-2.2247
-2.9221,-0.1398,-0.3272,-1.2545,0.7532,-0.3846,-1.9954
-2.9280,-0.2159,-0.2856,-1.1401,0.2766,-1.0265,0.5449
-2.9166,-0.2147,-0.3392,-1.1309,0.1693,-1.1700,1.2350
-2.9226,-0.1376,-0.3252,-1.2585,0.7735,-0.3573,-2.1107
-2.9158,-0.2283,-0.3406,-1.1086,0.0648,-1.3106,1.8119
-2.9154,-0.1677,-0.3532,-1.2041,0.4893,-0.7393,-0.4964
-2.9287,-0.1690,-0.2909,-1.2149,0.6145,-0.5718,-1.3015
-2.9118,-0.2216,-0.3604,-1.1152,0.0717,-1.3010,1.8111
-2.9324,-0.1963,-0.2688,-1.1755,0.4598,-0.7803,-0.4928
-2.9135,-0.2155,-0.3536,-1.1266,0.1324,-1.2195,1.4652
-2.9121,-0.1651,-0.3692,-1.2049,0.4739,-0.7598,-0.3818
-2.9177,-0.2075,-0.3356,-1.1433,0.2311,-1.0870,0.8890
-2.9128,-0.1784,-0.3632,-1.1846,0.3878,-0.8758,0.0800
-2.9153,-0.2005,-0.3479,-1.1521,0.2564,-1.0527,0.7730
-2.9169,-0.1281,-0.3534,-1.2680,0.7834,-0.3436,-2.1119
-2.9127,-0.1901,-0.3619,-1.1660,0.3033,-0.9894,0.5417
-2.9282,-0.1442,-0.2977,-1.2537,0.7849,-0.3424,-2.2250
-2.9304,-0.1629,-0.2840,-1.2262,0.6751,-0.4903,-1.6474
-2.9225,-0.1495,-0.3235,-1.2396,0.6889,-0.4712,-1.6491
-2.9307,-0.1544,-0.2841,-1.2400,0.7381,-0.4055,-1.9936
-2.9261,-0.2277,-0.2927,-1.1197,0.1741,-1.1644,1.1216
-2.9160,-0.1536,-0.3532,-1.2269,0.5943,-0.5981,-1.0734
-2.9095,-0.2148,-0.3723,-1.1238,0.0969,-1.2670,1.6952
-2.9129,-0.2175,-0.3559,-1.1229,0.1122,-1.2467,1.5804
-2.9300,-0.1982,-0.2798,-1.1701,0.4216,-0.8315,-0.2626
-2.9259,-0.2507,-0.4023,-1.2750,0.8259,-0.5558,-1.6426
-1.8357,-3.1056,-1.0618,3.8540,1.1213,1.1434,1.1797
-1.8357,-3.1056,-1.0618,3.8540,1.1213,1.1433,1.1797
-1.8367,-3.3096,-1.1247,3.6822,1.0379,1.1981,0.9268
-1.8367,-3.3096,-1.1247,3.6822,1.0379,1.1981,0.9268
-1.8357,-1.7929,-0.6239,4.9720,1.6701,0.8009,2.7088
-1.8242,-3.3714,-1.2104,3.6101,0.9715,1.1712,1.1468
-1.8242,-3.3715,-1.2104,3.6101,0.9715,1.1712,1.1468
-1.9908,-1.7434,-0.6418,4.2884,1.8923,0.2787,2.7956
-1.8247,-2.6835,-0.9811,4.1815,1.3030,1.0556,1.6836
-1.8182,-2.5770,-0.9183,4.2115,1.1716,1.1480,1.6764
-2.9135,-0.1675,-0.3621,-1.2025,0.4714,-0.7632,-0.3815
-2.9287,-0.1900,-0.2872,-1.1817,0.4662,-0.7714,-0.4936
-2.9128,-0.1392,-0.3706,-1.2465,0.6634,-0.5048,-1.4203
-2.9260,-0.1854,-0.3007,-1.1863,0.4709,-0.7648,-0.4942
-2.9331,-0.1853,-0.2677,-1.1934,0.5434,-0.6678,-0.9544
-2.9250,-0.2528,-0.2934,-1.0789,-0.0147,-1.4183,2.1601
-2.9189,-0.2126,-0.3288,-1.1365,0.2077,-1.1185,1.0047
-2.9208,-0.2247,-0.3180,-1.1191,0.1409,-1.2086,1.3513
-2.9327,-0.1486,-0.2761,-1.2510,0.7984,-0.3246,-2.3395
-2.9149,-0.1908,-0.3514,-1.1670,0.3206,-0.9663,0.4267
-2.9097,-0.1791,-0.3778,-1.1805,0.3508,-0.9252,0.3103
-2.9192,-0.2101,-0.3278,-1.1407,0.2284,-1.0908,0.8893
-2.9233,-0.1599,-0.3178,-1.2240,0.6239,-0.5587,-1.3027
-2.9230,-0.2465,-0.3037,-1.0869,0.0099,-1.3851,2.0442
-2.9042,-0.2149,-0.3969,-1.1185,0.0425,-1.3398,2.0403
-2.9129,-0.1304,-0.3715,-1.2604,0.7267,-0.4196,-1.7665
-2.3281,-2.0871,-0.6429,0.8370,-0.8228,0.9189,0.4134
-2.3281,-2.0871,-0.6428,0.8370,-0.8228,0.9189,0.4134
-2.1201,-1.5072,-0.6452,0.6048,-0.5501,0.3812,1.3584
-2.1201,-1.5072,-0.6451,0.6048,-0.5501,0.3812,1.3584
-2.1201,-1.5072,-0.6451,0.6048,-0.5502,0.3812,1.3584
-2.1201,-1.5072,-0.6451,0.6048,-0.5502,0.3811,1.3584
-2.1201,-1.5073,-0.6451,0.6049,-0.5502,0.3811,1.3584
-2.1201,-1.5073,-0.6450,0.6049,-0.5502,0.3811,1.3584
-2.3383,-3.6847,-1.1705,-2.1978,-2.4789,1.0108,-0.3512
16.6311,0.0042,-7.7868,-1.7078,-0.4593,-0.8323,1.0688
16.6311,0.0042,-7.7868,-1.7078,-0.4593,-0.8323,1.0688
16.6311,0.0042,-7.7867,-1.7077,-0.4593,-0.8323,1.0688
-1.3100,-4.7522,-2.4019,1.1190,1.0476,1.7205,-1.3410
-1.3100,-4.7522,-2.4019,1.1190,1.0476,1.7205,-1.3410
15.3015,-4.9982,6.6727,-0.5689,1.9414,-1.3001,0.9515
15.3015,-4.9982,6.6728,-0.5689,1.9414,-1.3001,0.9515
15.3014,-4.9982,6.6728,-0.5689,1.9414,-1.3001,0.9515
15.3058,-4.9271,6.7147,-0.5489,1.8538,-1.2385,0.9467
-2.3303,-3.7155,-1.1755,-0.5511,-1.4835,1.3702,-1.6117
-2.3303,-3.7155,-1.1755,-0.5511,-1.4836,1.3702,-1.6117
-2.1336,-1.2047,-0.4662,0.9191,-0.4770,0.2058,1.9748
-2.1337,-1.2047,-0.4662,0.9191,-0.4770,0.2058,1.9748
-2.1337,-1.2047,-0.4662,0.9191,-0.4770,0.2058,1.9748
-2.3418,-3.7054,-1.1508,-2.1683,-2.5909,0.8599,0.2267
16.5722,3.4209,-6.4130,0.9511,2.0945,-0.1479,-1.8992
16.5722,3.4209,-6.4129,0.9511,2.0945,-0.1479,-1.8992
16.5721,3.4209,-6.4129,0.9511,2.0945,-0.1479,-1.8992
-1.3591,-2.0203,-1.2611,3.4013,2.6771,1.6588,-1.2613
-1.3591,-2.0203,-1.2611,3.4013,2.6771,1.6588,-1.2613
15.2957,-5.9548,6.3564,-1.5032,1.9109,-0.5152,-2.3892
15.2957,-5.9548,6.3565,-1.5032,1.9109,-0.5152,-2.3892
15.2957,-5.9548,6.3565,-1.5032,1.9109,-0.5152,-2.3892
15.2957,-5.9549,6.3565,-1.5032,1.9109,-0.5152,-2.3892
15.3001,-5.8838,6.3984,-1.4831,1.8233,-0.4537,-2.3940
-2.3409,-3.5773,-1.1027,-2.2420,-2.2395,1.5120,-2.2011
-2.3365,-3.5788,-1.1230,-2.2352,-2.2955,1.4370,-1.8558
-2.3548,-3.6733,-1.0959,-2.2318,-2.2320,1.3419,-1.8481
16.6052,2.1858,-6.9480,0.0792,0.8400,-0.8666,1.1965
16.6052,2.1858,-6.9479,0.0792,0.8400,-0.8666,1.1965
16.6052,2.1858,-6.9479,0.0792,0.8400,-0.8666,1.1965
15.2993,-4.2924,6.9208,0.0425,2.2243,-1.5050,1.8379
15.2993,-4.2924,6.9208,0.0425,2.2243,-1.5050,1.8379
15.2993,-4.2924,6.9208,0.0425,2.2242,-1.5051,1.8379
15.2993,-4.2924,6.9209,0.0425,2.2242,-1.5051,1.8379
15.3037,-4.2214,6.9628,0.0625,2.1366,-1.4435,1.8331
-2.1422,0.0660,-0.0114,1.9514,0.2540,0.1566,2.2296
-2.1422,0.0660,-0.0114,1.9514,0.2540,0.1566,2.2296
-2.1422,0.0660,-0.0114,1.9515,0.2540,0.1565,2.2296
-2.1422,0.0660,-0.0114,1.9515,0.2539,0.1565,2.2296
-2.1466,-0.0051,-0.0532,1.9315,0.3415,0.0949,2.2344
16.6173,-0.5980,-7.9158,-2.1971,-0.6727,-0.6372,0.0840
16.6173,-0.5980,-7.9157,-2.1971,-0.6727,-0.6372,0.0840
16.6173,-0.5980,-7.9157,-2.1970,-0.6728,-0.6372,0.0840
15.3075,-6.6651,6.1000,-1.9270,1.0310,-1.1710,0.3079
15.3075,-6.6652,6.1000,-1.9270,1.0310,-1.1710,0.3079
15.3075,-6.6652,6.1001,-1.9270,1.0310,-1.1711,0.3079
15.3075,-6.6652,6.1001,-1.9270,1.0310,-1.1711,0.3079
