0,1,2,3,4,5,6
-3.0005,-0.6852,-0.5322,0.1687,-0.5885,-2.8594,0.0965
-3.0131,-0.6644,-0.4772,0.1235,-0.3137,-2.4905,-1.5166
-2.9945,-0.7023,-0.5568,0.2015,-0.7689,-3.1017,1.1340
-3.0084,-0.6956,-0.4933,0.1773,-0.5811,-2.8500,-0.0172
-3.0419,-0.0775,-0.3256,-2.4429,1.5990,-0.2075,-1.8336
-3.0274,-0.0862,-0.3916,-2.4151,1.3910,-0.4863,-0.5672
-3.0281,-0.0904,-0.3877,-2.4092,1.3687,-0.5164,-0.4516
-3.0384,-0.0656,-0.3441,-2.4584,1.6475,-0.1419,-2.0652
-3.0363,-0.1072,-0.3463,-2.3906,1.3332,-0.5648,-0.3344
-3.0193,-0.1146,-0.4244,-2.3624,1.1085,-0.8660,1.0469
-3.0047,-0.7134,-0.5074,0.2091,-0.7442,-3.0692,0.9053
-2.9976,-0.6414,-0.5532,0.1023,-0.3081,-2.4818,-1.4045
-3.0178,-0.2868,-0.4573,-1.2659,0.7241,-1.4279,-2.6390
-3.0132,-0.3393,-0.4690,-1.1786,0.3081,-1.9874,-0.3317
-3.0184,-0.3389,-0.4452,-1.1842,0.3628,-1.9142,-0.6768
-3.0128,-0.3416,-0.4706,-1.1746,0.2877,-2.0149,-0.2163
-3.0341,-0.3263,-0.3740,-1.2194,0.6110,-1.5813,-2.1739
-3.0433,0.2759,-0.2525,-5.7168,5.3163,7.3653,5.0949
-3.0402,0.3141,-0.2737,-5.7741,5.5547,7.6865,3.8247
-3.0119,-0.7014,-0.4762,0.1832,-0.5871,-2.8583,-0.0165
-3.0205,-0.3664,-0.4306,-1.1428,0.1896,-2.1474,0.2470
-3.0235,-0.3115,-0.4260,-1.2325,0.6081,-1.5844,-2.0606
-3.0328,-0.3692,-0.3723,-1.1504,0.2953,-2.0061,-0.4429
-3.0083,-0.3370,-0.4923,-1.1774,0.2742,-2.0326,-0.1018
-3.0085,-0.3704,-0.4854,-1.1248,0.0408,-2.3468,1.1678
-3.0460,-0.1084,-0.3012,-2.3982,1.4225,-0.4454,-0.9095
-3.0313,-0.0507,-0.3799,-2.4750,1.6810,-0.0963,-2.1822
-3.0206,-0.1138,-0.4185,-2.3649,1.1274,-0.8406,0.9317
-3.0182,-0.1218,-0.4281,-2.3499,1.0467,-0.9490,1.3929
-3.0316,-0.0782,-0.3737,-2.4319,1.4898,-0.3537,-1.1433
-3.0372,-0.1566,-0.3336,-2.3134,0.9927,-1.0231,1.5124
-3.0198,-0.6517,-0.4480,0.0969,-0.1558,-2.2785,-2.4385
-2.9973,-0.6978,-0.5449,0.1918,-0.7101,-3.0228,0.7884
-3.0112,-0.7152,-0.4770,0.2057,-0.6918,-2.9992,0.5604
-2.9974,-0.6290,-0.5565,0.0829,-0.2229,-2.3671,-1.8662
-3.0334,-0.3581,-0.3717,-1.1685,0.3791,-1.8933,-0.9044
-3.0206,-0.3397,-0.4346,-1.1852,0.3801,-1.8911,-0.7917
-3.0069,-0.3737,-0.4923,-1.1181,0.0012,-2.4000,1.3983
-3.0215,-0.3682,-0.4254,-1.1410,0.1878,-2.1499,0.2472
-3.0069,-0.3797,-0.4913,-1.1086,-0.0411,-2.4569,1.6290
-2.9960,-0.6868,-0.5526,0.1755,-0.6444,-2.9342,0.4419
-2.9891,-0.7021,-0.5824,0.2065,-0.8230,-3.1741,1.4791
-3.0089,-0.7174,-0.4873,0.2113,-0.7302,-3.0507,0.7908
-3.0181,-0.3025,-0.4528,-1.2416,0.6175,-1.5714,-2.0618
-3.0157,-0.3794,-0.4505,-1.1176,0.0496,-2.3355,1.0539
-3.0294,-0.3394,-0.3937,-1.1942,0.4708,-1.7696,-1.3670
-3.0339,-0.3320,-0.3739,-1.2103,0.5689,-1.6379,-1.9430
-3.0275,-0.3843,-0.3943,-1.1214,0.1350,-2.2215,0.4792
-3.0057,-0.6160,-0.5201,0.0542,-0.0467,-2.1305,-2.9031
-3.0137,-0.6295,-0.4803,0.0677,-0.0605,-2.1498,-2.9015
-3.0058,-0.6281,-0.5175,0.0733,-0.1316,-2.2448,-2.4414
-2.9938,-0.6770,-0.5647,0.1623,-0.5981,-2.8718,0.2105
-3.0338,-0.0669,-0.3654,-2.4519,1.5919,-0.2164,-1.7200
-3.0320,-0.1149,-0.3652,-2.3742,1.2348,-0.6969,0.2417
-3.0346,-0.1614,-0.3446,-2.3034,0.9336,-1.1025,1.8580
-2.9998,-0.6270,-0.5458,0.0775,-0.1847,-2.3158,-2.0965
-3.0118,-0.7042,-0.4761,0.1877,-0.6081,-2.8866,0.0988
-3.0022,-0.6702,-0.5267,0.1432,-0.4644,-2.6925,-0.5956
-3.0213,-0.3859,-0.4230,-1.1128,0.0610,-2.3206,0.9396
-3.0158,-0.2985,-0.4645,-1.2455,0.6215,-1.5657,-2.0623
-3.0268,-0.3231,-0.4085,-1.2174,0.5600,-1.6494,-1.8292
-3.0139,-0.3253,-0.4687,-1.2013,0.4130,-1.8463,-0.9085
-3.0326,-0.3329,-0.3797,-1.2077,0.5499,-1.6634,-1.8279
-3.0044,-0.6798,-0.5149,0.1564,-0.5105,-2.7547,-0.3643
-3.0134,-0.6469,-0.4787,0.0956,-0.1871,-2.3201,-2.2091
-3.0421,0.3589,-0.2728,-5.8468,5.8904,8.1382,1.9785
-3.0551,0.3641,-0.2132,-5.8677,6.0587,8.3636,0.9424
-3.0359,-0.3444,-0.3622,-1.1926,0.5018,-1.7284,-1.5963
-3.0176,-0.3135,-0.4534,-1.2235,0.5337,-1.6841,-1.6002
-3.0110,-0.3595,-0.4761,-1.1445,0.1425,-2.2100,0.5912
-3.0236,-0.3327,-0.4218,-1.1991,0.4596,-1.7843,-1.2527
-3.0254,-0.3748,-0.4058,-1.1344,0.1810,-2.1593,0.2480
-3.0460,-0.0784,-0.3063,-2.4455,1.6343,-0.1603,-2.0636
-3.0358,-0.1543,-0.3404,-2.3157,0.9951,-1.0198,1.5121
-3.0393,-0.0821,-0.3371,-2.4331,1.5400,-0.2867,-1.4879
-3.0388,0.3404,-0.2849,-5.8144,5.7266,7.9180,2.9010
-3.0386,0.3858,-0.2938,-5.8859,6.0448,8.3462,1.1699
-3.0199,-0.3745,-0.4315,-1.1294,0.1270,-2.2317,0.5931
-3.0206,-0.3997,-0.4238,-1.0903,-0.0437,-2.4615,1.5166
-3.0260,-0.3637,-0.4052,-1.1525,0.2648,-2.0466,-0.2135
-3.0218,-0.3055,-0.4354,-1.2402,0.6324,-1.5516,-2.1765
-3.0317,-0.3133,-0.3876,-1.2377,0.6787,-1.4900,-2.5206
-3.0306,-0.0586,-0.3816,-2.4619,1.6185,-0.1803,-1.8360
-3.0312,-0.1316,-0.3659,-2.3471,1.1090,-0.8661,0.9340
-3.0313,-0.0657,-0.3771,-2.4513,1.5750,-0.2390,-1.6050
-3.0349,-0.1198,-0.3509,-2.3694,1.2298,-0.7039,0.2423
-3.0378,-0.1157,-0.3377,-2.3786,1.2882,-0.6255,-0.1033
-3.0392,-0.0640,-0.3405,-2.4617,1.6672,-0.1154,-2.1805
-3.0330,0.3382,-0.3116,-5.8052,5.6520,7.8179,3.3615
-3.0364,0.3054,-0.2898,-5.7568,5.4553,7.5530,4.4010
-3.0452,-0.1011,-0.3061,-2.4090,1.4662,-0.3865,-1.1405
-3.0433,-0.1340,-0.3089,-2.3552,1.2151,-0.7242,0.2441
-3.0302,-0.0878,-0.3786,-2.4153,1.4075,-0.4643,-0.6819
-3.0591,0.3242,-0.1871,-5.8087,5.8185,8.0401,2.2128
-3.0429,0.3215,-0.2623,-5.7885,5.6347,7.7940,3.3636
-3.0304,-0.0642,-0.3815,-2.4528,1.5765,-0.2368,-1.6052
-3.0374,-0.1270,-0.3379,-2.3604,1.2042,-0.7384,0.3583
-3.0249,-0.1361,-0.3943,-2.3339,1.0139,-0.9936,1.5098
-3.0234,-0.1034,-0.4075,-2.3840,1.2286,-0.7046,0.3553
-3.0252,-0.0825,-0.4027,-2.4189,1.3949,-0.4809,-0.5677
-3.0313,-0.0898,-0.3727,-2.4133,1.4054,-0.4672,-0.6817
-2.9918,-0.6826,-0.5733,0.1731,-0.6581,-2.9524,0.5563
-3.0141,-0.6451,-0.4756,0.0921,-0.1672,-2.2934,-2.3242
-3.0042,-0.3782,-0.5041,-1.1084,-0.0577,-2.4790,1.7439
